hour,weather,traffic_density,historical_crash_proximity,risk_score
18,0,0.899,0.376,51.0
9,0,0.395,0.16,28.5
0,1,0.876,0.804,92.0
12,1,0.033,0.381,40.7
16,1,0.314,0.692,63.8
2,0,0.727,0.3,51.8
7,0,0.221,0.796,28.3
13,1,0.198,0.105,39.8
2,0,0.862,0.625,57.0
15,1,0.616,0.808,72.4
12,0,0.989,0.66,56.1
19,1,0.135,0.696,46.6
23,0,0.356,0.526,37.2
16,0,0.311,0.559,32.1
12,0,0.88,0.066,40.7
5,0,0.255,0.251,32.5
16,0,0.353,0.722,34.7
13,0,0.143,0.945,30.2
16,1,0.775,0.542,70.7
7,0,0.238,0.726,30.5
10,0,0.068,0.684,20.1
19,0,0.435,0.999,42.9
0,1,0.391,0.795,74.9
6,0,0.178,0.628,28.6
20,0,0.134,0.115,11.3
20,1,0.897,0.363,74.2
16,0,0.068,0.251,14.5
9,0,0.099,0.854,26.8
10,0,0.245,0.446,26.0
21,1,0.953,0.535,81.1
8,0,0.085,0.965,33.2
8,1,0.816,0.837,85.8
23,1,0.892,0.79,91.0
4,0,0.378,0.142,37.9
16,1,0.294,0.023,43.5
8,0,0.677,0.126,34.1
16,0,0.703,0.74,49.7
23,0,0.78,0.411,53.7
20,1,0.831,0.117,65.4
18,0,0.268,0.739,27.2
6,0,0.687,0.195,36.6
22,0,0.135,0.589,35.0
8,0,0.511,0.742,42.4
6,0,0.613,0.608,42.8
12,0,0.162,0.994,36.6
10,0,0.077,0.434,23.1
13,0,0.195,0.312,20.5
18,0,0.421,0.201,30.6
10,0,0.888,0.504,51.6
12,1,0.532,0.852,68.6
13,1,0.748,0.947,81.8
12,0,0.174,0.972,31.2
0,0,0.106,0.531,22.8
7,1,0.24,0.605,50.9
11,1,0.314,0.582,49.7
18,0,0.548,0.466,35.1
11,0,0.881,0.152,41.7
7,0,0.426,0.065,21.7
7,0,0.519,0.437,31.3
20,0,0.005,0.186,5.3
12,1,0.033,0.887,47.1
11,0,0.084,0.762,22.5
15,0,0.699,0.618,44.4
0,1,0.486,0.047,61.2
12,1,0.193,0.622,52.3
6,1,0.593,0.621,63.1
4,1,0.545,0.439,67.9
7,0,0.089,0.658,26.7
13,1,0.64,0.858,75.0
22,1,0.767,0.758,83.5
12,0,0.287,0.473,22.2
14,0,0.687,0.262,36.2
22,0,0.2,0.478,31.8
16,1,0.757,0.946,81.2
14,0,0.912,0.82,51.0
19,0,0.442,0.027,20.3
17,0,0.245,0.783,35.8
17,0,0.399,0.171,24.4
1,0,0.25,0.571,36.6
3,0,0.001,0.807,29.5
0,1,0.65,0.561,79.6
3,0,0.043,0.404,19.4
17,0,0.21,0.321,18.6
4,0,0.722,0.305,43.8
18,0,0.666,0.837,48.3
14,0,0.073,0.825,23.1
7,0,0.66,0.823,43.0
19,0,0.931,0.283,50.9
16,0,0.075,0.799,26.0
0,0,0.416,0.037,35.4
11,0,0.729,0.206,33.8
18,0,0.668,0.515,39.0
14,0,0.227,0.407,25.8
8,0,0.163,0.112,16.2
6,1,0.784,0.042,66.4
1,1,0.956,0.611,89.8
8,0,0.768,0.313,41.6
9,0,0.963,0.016,45.7
1,0,0.605,0.431,43.8
18,0,0.929,0.307,48.9
10,1,0.69,0.577,76.8
12,1,0.909,0.93,83.9
9,1,0.162,0.308,37.8
13,1,0.816,0.997,83.8
17,1,0.197,0.086,36.9
18,0,0.027,0.088,7.5
21,0,0.518,0.713,43.2
8,1,0.318,0.749,59.4
6,0,0.044,0.423,13.7
2,0,0.98,0.286,62.4
19,0,0.666,0.794,42.5
5,1,0.902,0.956,95.8
20,0,0.999,0.99,63.6
1,0,0.392,0.634,36.3
5,1,0.255,0.74,61.4
2,1,0.184,0.822,63.8
15,1,0.515,0.799,68.8
7,0,0.606,0.993,49.2
1,0,0.472,0.81,49.2
16,1,0.387,0.663,61.2
8,0,0.168,0.376,20.1
11,0,0.442,0.598,37.6
2,0,0.085,0.88,37.7
10,0,0.865,0.305,43.6
0,0,0.047,0.031,19.5
22,0,0.381,0.327,39.7
12,0,0.1,0.96,32.4
14,1,0.775,0.794,75.3
4,0,0.313,0.187,30.2
20,0,0.113,0.012,12.4
16,0,0.531,0.669,42.2
22,0,0.916,0.579,61.7
23,1,0.909,0.083,76.0
5,0,0.25,0.966,43.0
20,1,0.72,0.618,71.4
21,0,0.03,0.652,16.6
10,0,0.132,0.854,28.6
17,0,0.499,0.337,26.5
3,0,0.229,0.558,32.8
2,0,0.798,0.576,59.0
12,0,0.931,0.967,58.8
22,0,0.004,0.131,16.5
8,1,0.233,0.759,54.1
20,1,0.44,0.575,65.4
5,0,0.563,0.845,50.5
11,0,0.916,0.832,59.0
1,0,0.892,0.012,47.8
2,1,0.637,0.256,67.4
2,0,0.257,0.181,26.3
11,0,0.783,0.462,45.1
14,0,0.203,0.905,35.5
8,0,0.965,0.005,47.2
22,0,0.006,0.488,23.6
7,0,0.57,0.885,44.7
10,1,0.088,0.926,53.8
15,1,0.408,0.657,59.6
21,0,0.635,0.83,45.1
3,0,0.69,0.324,51.0
0,0,0.786,0.286,57.0
23,1,0.593,0.049,67.9
6,1,0.251,0.503,54.2
1,0,0.889,0.456,59.3
23,0,0.811,0.372,51.6
4,0,0.16,0.113,17.7
6,0,0.827,0.231,36.5
3,0,0.973,0.204,57.4
4,1,0.637,0.944,85.9
23,0,0.282,0.966,48.1
0,0,0.607,0.003,40.1
0,1,0.343,0.171,54.9
14,0,0.676,0.889,51.8
19,1,0.545,0.038,49.0
18,0,0.929,0.943,57.7
9,1,0.618,0.38,64.2
17,0,0.214,0.539,20.6
2,0,0.725,0.764,57.0
10,0,0.301,0.244,19.0
14,0,0.272,0.101,18.4
10,0,0.392,0.81,38.6
16,1,0.012,0.985,52.0
16,1,0.969,0.659,80.2
5,0,0.532,0.825,52.3
4,0,0.773,0.941,67.0
7,1,0.258,0.229,43.3
1,1,0.747,0.35,74.1
15,0,0.567,0.219,30.1
19,1,0.424,0.062,46.4
23,0,0.971,0.732,68.6
11,0,0.494,0.146,27.6
5,0,0.657,0.093,42.7
0,1,0.015,0.358,45.4
3,0,0.301,0.061,25.5
16,0,0.889,0.18,46.1
12,0,0.759,0.07,37.8
17,0,0.537,0.877,42.7
4,0,0.9,0.78,66.4
23,0,0.486,0.86,55.3
23,0,0.567,0.868,54.8
2,0,0.382,0.945,49.2
10,1,0.62,0.187,63.1
12,0,0.319,0.9,39.0
3,1,0.385,0.525,64.0
13,0,0.966,0.166,50.2
21,0,0.111,0.656,22.1
10,0,0.105,0.327,12.6
9,0,0.043,0.046,11.6
18,0,0.32,0.079,17.2
17,1,0.398,0.424,52.9
5,1,0.095,0.826,59.2
14,0,0.549,0.311,39.3
20,0,0.583,0.766,40.8
9,1,0.751,0.056,59.3
4,0,0.976,0.394,60.9
4,0,0.619,0.127,43.9
9,1,0.112,0.864,51.5
4,1,0.089,0.968,60.9
2,0,0.778,0.326,54.5
22,0,0.65,0.989,64.9
5,0,0.162,0.752,31.7
3,1,0.253,0.001,48.1
17,1,0.75,0.485,71.3
8,0,0.566,0.834,40.6
16,1,0.585,0.534,63.6
12,1,0.21,0.55,53.2
14,0,0.629,0.448,41.0
19,1,0.771,0.395,70.3
16,0,0.885,0.027,43.2
12,0,0.737,0.622,47.9
15,0,0.576,0.767,42.4
21,1,0.673,0.79,75.6
3,0,0.485,0.625,45.5
4,0,0.227,0.341,30.4
4,1,0.882,0.023,70.8
8,0,0.533,0.896,42.8
16,1,0.594,0.429,62.6
12,0,0.99,0.601,56.7
1,0,0.985,0.195,61.1
12,0,0.586,0.142,30.0
21,1,0.034,0.087,31.9
20,0,0.396,0.799,35.2
22,0,0.937,0.646,66.1
18,1,0.288,0.621,58.6
2,0,0.999,0.919,66.4
9,1,0.084,0.159,35.1
1,1,0.568,0.17,65.1
12,0,0.515,0.189,23.0
18,0,0.255,0.423,23.3
16,0,0.949,0.874,59.4
20,0,0.619,0.881,46.1
13,1,0.23,0.591,47.7
11,1,0.384,0.658,58.3
20,0,0.721,0.898,48.3
11,0,0.298,0.624,26.9
10,0,0.88,0.23,44.2
6,0,0.166,0.705,28.8
3,0,0.265,0.77,42.2
18,0,0.145,0.635,25.3
0,0,0.104,0.274,30.5
23,0,0.3,0.4,36.3
2,1,0.999,0.471,86.2
12,0,0.094,0.145,10.0
14,1,0.213,0.452,45.0
1,0,0.272,0.161,28.7
10,1,0.619,0.499,63.5
3,0,0.745,0.051,43.0
18,1,0.752,0.949,81.8
16,1,0.009,0.246,38.3
2,0,0.652,0.467,51.0
17,0,0.631,0.033,27.9
7,1,0.518,0.193,54.9
21,1,0.379,0.693,57.2
23,1,0.797,0.112,78.0
18,1,0.344,0.628,52.7
4,0,0.23,0.002,26.2
6,0,0.31,0.465,28.6
20,0,0.44,0.721,39.7
7,1,0.214,0.926,57.7
4,0,0.608,0.493,48.2
16,0,0.884,0.841,64.4
4,1,0.595,0.803,77.2
3,1,0.447,0.296,65.9
21,0,0.797,0.875,54.4
18,0,0.748,0.64,48.8
20,0,0.367,0.104,22.8
1,0,0.604,0.939,54.7
10,1,0.73,0.177,58.7
21,0,0.245,0.47,20.4
12,1,0.366,0.466,52.6
14,1,0.106,0.625,47.5
11,0,0.988,0.665,55.7
21,0,0.086,0.233,8.8
20,0,0.169,0.352,21.5
21,0,0.48,0.145,22.5
10,0,0.865,0.126,43.6
6,1,0.356,0.825,58.5
4,0,0.769,0.751,64.4
16,1,0.676,0.443,64.3
23,0,0.639,0.096,37.2
19,0,0.845,0.45,47.7
8,1,0.014,0.294,33.9
13,0,0.929,0.778,60.2
11,0,0.829,0.097,41.1
5,0,0.938,0.451,59.7
16,0,0.794,0.591,45.6
18,1,0.879,0.986,81.6
18,0,0.203,0.09,13.2
15,0,0.319,0.114,24.1
11,0,0.315,0.988,36.9
11,1,0.109,0.406,45.3
19,0,0.73,0.744,44.6
5,0,0.136,0.783,30.4
22,0,0.053,0.315,20.6
3,0,0.775,0.214,52.3
5,0,0.905,0.276,55.8
10,0,0.764,0.764,53.5
0,0,0.825,0.84,68.6
23,0,0.596,0.7,49.9
22,0,0.888,0.441,61.8
14,1,0.497,0.263,59.3
10,1,0.988,0.425,81.1
18,0,0.103,0.915,22.6
17,0,0.809,0.863,49.1
16,0,0.641,0.323,35.8
18,1,0.581,0.328,58.6
20,0,0.726,0.78,52.2
13,1,0.84,0.427,69.2
17,0,0.863,0.573,52.2
18,0,0.175,0.422,17.2
14,1,0.197,0.242,43.8
14,1,0.016,0.189,33.1
3,1,0.132,0.14,49.1
6,0,0.264,0.011,14.7
12,0,0.721,0.281,32.8
2,0,0.476,0.171,39.0
15,0,0.758,0.258,44.0
8,0,0.487,0.076,23.5
7,0,0.556,0.342,36.5
19,0,0.111,0.52,18.0
12,0,0.777,0.945,50.9
16,1,0.758,0.347,65.4
16,1,0.308,0.031,42.4
16,0,0.329,0.362,21.4
0,0,0.22,0.817,44.2
7,0,0.814,0.34,39.8
18,1,0.747,0.292,64.1
5,0,0.609,0.919,55.0
2,1,0.239,0.297,59.6
4,1,0.172,0.97,61.8
12,0,0.05,0.833,26.1
14,0,0.046,0.684,21.1
13,1,0.187,0.598,45.7
22,0,0.101,0.225,22.5
15,0,0.556,0.73,41.3
17,1,0.358,0.347,53.0
21,0,0.445,0.486,30.6
21,1,0.594,0.104,57.7
10,1,0.659,0.296,62.4
2,1,0.648,0.529,77.9
21,0,0.261,0.468,22.2
9,0,0.81,0.344,43.5
9,0,0.918,0.472,51.5
20,1,0.316,0.745,57.8
15,1,0.017,0.459,39.8
11,0,0.899,0.506,57.4
1,0,0.924,0.701,67.7
8,0,0.051,0.842,26.1
23,1,0.005,0.527,51.5
2,1,0.816,0.948,93.2
23,1,0.301,0.353,59.7
14,1,0.915,0.253,77.1
2,1,0.217,0.693,62.4
18,1,0.861,0.176,70.5
17,0,0.069,0.9,32.0
7,0,0.261,0.387,25.1
16,1,0.973,0.698,82.0
7,0,0.231,0.57,23.4
6,0,0.133,0.054,9.9
6,0,0.857,0.709,54.6
2,0,0.118,0.79,40.9
0,0,0.097,0.982,40.4
3,0,0.323,0.416,35.1
4,0,0.635,0.503,49.6
0,0,0.711,0.875,60.5
14,0,0.881,0.269,41.6
4,1,0.541,0.189,64.0
12,0,0.393,0.133,21.9
7,0,0.359,0.978,47.3
7,0,0.847,0.27,47.1
4,0,0.724,0.757,55.9
8,0,0.905,0.45,45.5
0,1,0.964,0.241,79.5
3,1,0.3,0.913,74.5
2,0,0.53,0.464,41.4
1,0,0.632,0.566,56.4
7,0,0.164,0.222,16.7
22,1,0.053,0.324,47.9
8,1,0.868,0.748,76.2
1,0,0.536,0.343,47.1
13,0,0.571,0.506,39.6
13,1,0.555,0.114,57.2
3,1,0.755,0.85,86.4
5,0,0.146,0.738,37.6
10,1,0.614,0.761,74.2
2,0,0.469,0.178,39.1
7,0,0.897,0.495,47.6
2,1,0.52,0.028,62.9
13,0,0.943,0.315,51.3
12,1,0.353,0.348,56.1
12,0,0.967,0.914,63.7
1,0,0.875,0.993,73.2
12,0,0.584,0.618,42.6
18,0,0.354,0.517,25.4
5,0,0.376,0.44,41.3
15,1,0.773,0.018,61.6
1,0,0.581,0.8,60.2
7,1,0.402,0.672,55.2
16,0,0.636,0.649,40.0
22,1,0.733,0.809,87.7
1,0,0.023,0.928,39.0
9,0,0.09,0.39,16.0
15,0,0.094,0.426,17.0
5,0,0.232,0.975,44.4
1,0,0.427,0.664,43.9
1,0,0.804,0.851,67.1
12,1,0.351,0.222,47.0
23,1,0.017,0.317,49.1
14,1,0.483,0.392,53.2
1,0,0.997,0.317,66.4
6,1,0.349,0.884,55.3
2,1,0.961,0.512,85.5
7,0,0.101,0.954,34.9
22,0,0.173,0.321,28.7
13,0,0.724,0.037,32.7
23,0,0.501,0.138,34.0
22,0,0.765,0.217,48.6
21,0,0.864,0.64,53.2
6,1,0.251,0.181,45.1
20,0,0.683,0.381,40.9
6,0,0.608,0.795,39.9
0,1,0.862,0.125,77.4
16,1,0.43,0.08,49.8
8,1,0.052,0.54,43.9
20,0,0.574,0.698,42.0
12,0,0.959,0.911,57.9
20,0,0.015,0.662,16.1
18,0,0.24,0.946,37.2
20,0,0.316,0.245,20.2
18,0,0.766,0.342,40.3
21,1,0.323,0.839,58.8
16,0,0.239,0.811,27.1
22,0,0.649,0.665,56.1
22,0,0.046,0.506,23.2
9,1,0.171,0.018,40.4
9,0,0.408,0.28,22.9
3,0,0.356,0.158,31.6
7,0,0.347,0.051,20.9
21,0,0.109,0.776,27.2
19,0,0.361,0.131,21.4
19,0,0.798,0.357,42.0
17,0,0.414,0.977,45.4
13,1,0.586,0.409,62.2
17,0,0.164,0.142,13.9
13,1,0.07,0.69,41.1
19,0,0.88,0.81,57.0
20,0,0.331,0.279,23.8
23,0,0.35,0.809,41.1
14,0,0.878,0.272,43.2
21,0,0.708,0.693,47.5
3,0,0.756,0.125,49.1
12,1,0.682,0.428,62.8
22,1,0.106,0.52,51.6
7,1,0.958,0.725,83.2
17,0,0.909,0.65,51.8
11,0,0.236,0.853,30.9
22,0,0.804,0.184,56.2
13,0,0.409,0.661,34.5
1,0,0.684,0.128,48.0
17,0,0.166,0.478,17.4
23,1,0.539,0.525,69.7
1,0,0.127,0.027,18.2
10,0,0.536,0.07,24.5
8,0,0.244,0.839,26.2
11,0,0.452,0.287,29.4
16,1,0.668,0.346,64.8
14,0,0.877,0.64,50.1
16,1,0.165,0.221,38.8
17,0,0.893,0.193,44.8
21,0,0.39,0.422,29.1
5,1,0.844,0.059,78.0
16,0,0.513,0.917,47.2
22,0,0.862,0.94,66.3
23,0,0.663,0.448,50.3
17,0,0.509,0.209,26.5
7,1,0.313,0.471,56.4
8,1,0.969,0.1,71.6
5,1,0.801,0.398,83.0
4,0,0.381,0.074,30.6
11,0,0.167,0.706,28.9
10,0,0.78,0.276,43.9
0,1,0.99,0.521,93.8
10,1,0.279,0.014,37.4
18,0,0.916,0.525,52.4
8,0,0.125,0.003,13.4
1,0,0.952,0.925,68.8
11,0,0.745,0.501,46.4
3,0,0.347,0.1,32.6
3,0,0.305,0.341,36.1
17,0,0.643,0.046,32.7
14,1,0.594,0.531,66.2
18,1,0.919,0.122,70.5
12,1,0.766,0.473,73.7
18,0,0.54,0.306,30.6
16,0,0.928,0.762,58.4
5,0,0.593,0.482,52.0
15,0,0.85,0.848,53.6
23,0,0.841,0.941,65.4
11,1,0.919,0.97,87.7
18,0,0.068,0.26,17.1
4,1,0.584,0.768,78.3
16,1,0.468,0.438,57.8
22,1,0.491,0.426,69.2
0,1,0.46,0.868,74.3
23,0,0.837,0.146,58.0
22,1,0.318,0.478,59.5
9,0,0.463,0.593,35.6
14,1,0.201,0.066,39.7
22,0,0.252,0.865,35.8
20,0,0.66,0.314,35.2
20,0,0.117,0.657,18.8
10,0,0.188,0.928,33.2
12,0,0.528,0.72,35.4
4,0,0.044,0.886,37.3
0,1,0.127,0.07,42.9
23,0,0.863,0.493,62.3
11,0,0.846,0.565,46.0
10,0,0.348,0.689,34.0
16,0,0.348,0.117,24.1
3,0,0.937,0.657,67.3
14,1,0.026,0.146,30.3
8,0,0.58,0.068,33.0
20,0,0.597,0.469,39.9
19,0,0.788,0.6,41.4
18,0,0.952,0.958,62.6
18,0,0.356,0.699,41.7
11,1,0.438,0.591,62.7
4,0,0.671,0.215,44.6
9,0,0.967,0.152,48.4
16,0,0.891,0.607,51.6
4,0,0.667,0.223,49.2
21,1,0.857,0.707,76.0
15,0,0.085,0.114,14.3
6,0,0.377,0.34,29.6
8,1,0.013,0.773,47.9
2,0,0.177,0.831,44.9
14,1,0.63,0.345,65.1
15,0,0.886,0.207,47.6
17,0,0.633,0.958,52.9
13,1,0.664,0.761,73.9
2,1,0.104,0.807,61.7
11,0,0.665,0.223,34.0
8,1,0.454,0.424,54.7
6,0,0.651,0.068,33.7
8,0,0.326,0.109,22.1
12,0,0.581,0.221,32.7
17,0,0.424,0.303,26.6
4,1,0.559,0.997,81.9
12,0,0.147,0.422,19.2
3,0,0.396,0.698,45.6
1,1,0.374,0.904,72.4
15,0,0.736,0.246,42.9
8,0,0.706,0.145,35.8
8,0,0.909,0.243,44.3
5,0,0.632,0.882,57.7
10,1,0.315,0.666,52.6
21,0,0.783,0.451,51.4
23,0,0.497,0.82,53.3
21,1,0.193,0.237,42.4
0,0,0.747,0.239,53.9
3,0,0.133,0.567,31.0
12,1,0.178,0.79,52.8
22,0,0.759,0.26,48.4
12,0,0.77,0.21,37.2
12,0,0.791,0.474,46.7
1,0,0.293,0.134,32.6
8,0,0.867,0.748,52.0
23,0,0.723,0.577,54.7
7,1,0.834,0.513,73.0
6,0,0.709,0.872,53.1
3,0,0.58,0.733,51.5
17,1,0.109,0.149,39.6
2,0,0.711,0.42,54.0
5,1,0.69,0.321,72.1
11,0,0.312,0.802,32.7
11,0,0.736,0.719,49.1
20,1,0.55,0.472,60.1
7,0,0.559,0.824,41.2
21,1,0.368,0.41,57.4
21,0,0.117,0.804,20.4
0,0,0.217,0.032,25.0
3,0,0.769,0.135,52.5
20,0,0.271,0.756,28.6
10,1,0.002,0.114,32.5
2,0,0.997,0.684,71.3
12,1,0.211,0.724,43.8
16,0,0.655,0.662,44.3
21,0,0.927,0.818,53.7
21,0,0.6,0.512,42.1
9,0,0.799,0.897,52.5
20,0,0.976,0.569,60.8
11,0,0.86,0.508,46.7
14,0,0.558,0.509,38.9
20,1,0.364,0.912,60.2
9,1,0.482,0.244,53.5
13,0,0.842,0.695,52.6
12,0,0.853,0.243,44.1
4,0,0.846,0.092,55.6
5,0,0.597,0.954,62.2
23,0,0.477,0.13,34.4
1,0,0.311,0.686,41.3
21,1,0.003,0.425,35.1
16,0,0.764,0.837,48.1
3,0,0.277,0.773,39.5
13,0,0.33,0.144,26.1
9,1,0.843,0.468,68.0
2,0,0.052,0.028,19.4
2,1,0.928,0.43,87.1
14,1,0.001,0.7,41.8
5,1,0.939,0.232,84.1
16,1,0.455,0.81,66.3
11,0,0.102,0.053,10.0
21,0,0.674,0.035,32.2
19,0,0.896,0.027,40.6
23,0,0.438,0.28,35.6
10,0,0.691,0.467,42.5
3,0,0.979,0.107,54.8
5,0,0.241,0.997,45.0
0,1,0.82,1.0,91.0
19,0,0.295,0.52,25.2
22,0,0.426,0.568,41.8
15,1,0.282,0.927,63.6
14,0,0.446,0.77,34.1
16,1,0.005,0.168,38.9
7,1,0.303,0.792,60.3
11,0,0.445,0.231,22.7
21,0,0.632,0.43,37.2
20,0,0.637,0.533,36.3
9,1,0.584,0.717,69.6
14,0,0.293,0.15,23.6
8,0,0.947,0.076,45.1
1,1,0.392,0.866,76.7
4,0,0.217,0.827,40.8
5,1,0.555,0.523,75.6
6,1,0.749,0.662,74.1
20,1,0.012,0.719,44.9
0,1,0.276,0.477,62.9
22,0,0.825,0.257,52.7
6,1,0.507,0.481,64.3
19,0,0.408,0.951,39.4
11,0,0.931,0.838,60.7
15,0,0.09,0.466,15.8
15,1,0.616,0.226,54.4
10,1,0.342,0.89,62.6
20,1,0.071,0.638,40.2
3,0,0.214,0.405,38.1
12,1,0.628,0.112,56.3
6,1,0.028,0.752,45.9
3,0,0.592,0.317,44.1
14,0,0.957,0.606,55.8
18,0,0.795,0.57,49.2
8,0,0.346,0.7,30.3
10,0,0.138,0.538,13.6
7,0,0.465,0.63,32.9
0,0,0.393,0.082,30.9
22,0,0.972,0.665,68.0
23,0,0.99,0.194,59.0
7,0,0.411,0.392,31.5
12,1,0.149,0.513,41.3
21,0,0.911,0.687,52.5
3,0,0.794,0.742,60.3
7,0,0.511,0.705,44.1
2,0,0.365,0.095,39.7
8,1,0.448,0.387,51.6
1,0,0.902,0.281,60.0
1,0,0.185,0.398,30.6
12,1,0.807,0.647,76.9
14,0,0.018,0.193,5.6
22,0,0.921,0.502,65.9
11,0,0.5,0.885,36.0
3,0,0.227,0.731,34.7
7,1,0.003,0.725,43.8
8,0,0.56,0.849,42.6
22,1,0.244,0.399,57.8
4,1,0.631,0.759,78.4
23,0,0.281,0.059,26.4
19,0,0.088,0.056,9.1
17,0,0.505,0.332,31.2
10,0,0.564,0.197,32.0
14,0,0.453,0.519,36.2
21,0,0.458,0.183,24.7
8,0,0.59,0.976,52.1
16,1,0.526,0.851,68.2
11,0,0.133,0.983,33.7
6,0,0.197,0.808,28.0
9,1,0.142,0.951,52.1
9,0,0.693,0.368,40.3
12,0,0.529,0.498,43.8
18,0,0.43,0.24,22.9
10,0,0.798,0.636,51.7
12,0,0.326,0.788,34.3
20,0,0.568,0.499,38.9
7,0,0.074,0.296,10.3
7,1,0.744,0.508,71.3
3,0,0.695,0.063,45.0
14,0,0.802,0.721,47.1
10,0,0.884,0.452,49.8
10,0,0.758,0.898,52.6
0,0,0.844,0.923,66.2
16,1,0.346,0.126,46.2
14,0,0.343,0.996,41.9
19,0,0.944,0.97,63.5
5,0,0.915,0.627,61.0
23,0,0.548,0.825,54.9
21,0,0.367,0.018,19.9
14,0,0.866,0.97,57.2
8,0,0.323,0.456,23.3
13,0,0.154,0.91,31.8
17,0,0.639,0.385,36.6
16,0,0.043,0.788,25.2
17,0,0.379,0.418,25.3
4,1,0.808,0.363,85.5
19,0,0.295,0.947,43.6
19,1,0.931,0.699,82.9
8,0,0.956,0.84,63.9
10,0,0.816,0.543,47.1
23,0,0.988,0.918,71.2
21,0,0.531,0.74,44.6
0,0,0.569,0.072,39.7
17,0,0.836,0.767,49.7
5,1,0.493,0.019,60.3
1,0,0.407,0.829,44.2
14,0,0.615,0.332,35.7
20,0,0.658,0.598,46.4
13,1,0.751,0.749,79.4
4,1,0.668,0.637,80.3
5,0,0.746,0.672,62.3
5,1,0.675,0.893,83.5
21,0,0.48,0.374,36.8
17,0,0.135,0.547,19.2
13,0,0.785,0.175,37.5
9,1,0.031,0.468,39.2
13,1,0.993,0.15,70.5
12,1,0.828,0.634,77.4
2,0,0.671,0.324,52.1
5,1,0.967,0.859,95.9
7,0,0.612,0.344,37.3
11,0,0.056,0.287,8.8
12,0,0.559,0.491,37.5
10,0,0.277,0.175,24.9
11,0,0.369,0.204,28.1
0,0,0.46,0.783,45.8
16,1,0.775,0.497,69.6
15,0,0.503,0.206,39.5
10,0,0.475,0.032,25.9
12,1,0.302,0.466,56.0
17,0,0.54,0.743,46.2
10,0,0.248,0.351,18.6
11,0,0.261,0.248,22.6
5,0,0.757,0.396,53.8
8,0,0.343,0.959,43.1
15,0,0.051,0.423,21.4
3,1,0.344,0.26,56.4
2,0,0.639,0.569,62.3
15,0,0.814,0.811,54.3
23,0,0.962,0.022,55.8
11,0,0.746,0.558,38.1
10,0,0.429,0.836,41.9
4,1,0.299,0.216,49.8
17,1,0.13,0.922,53.2
18,0,0.628,0.578,40.0
22,1,0.51,0.517,72.1
22,0,0.678,0.964,61.9
5,0,0.237,0.13,28.8
21,0,0.324,0.74,36.5
17,0,0.292,0.819,30.0
5,1,0.798,0.489,81.1
3,0,0.171,0.006,19.4
11,0,0.608,0.524,37.1
18,1,0.051,0.154,40.9
1,1,0.55,0.563,69.4
16,1,0.064,0.739,44.9
10,0,0.176,0.531,29.2
10,0,0.113,0.631,21.8
20,0,0.347,0.104,20.8
15,0,0.344,0.097,21.9
1,1,0.826,0.851,86.5
1,1,0.226,0.049,47.2
22,1,0.086,0.284,47.3
7,0,0.604,0.938,51.0
12,1,0.687,0.459,68.7
9,1,0.295,0.675,53.4
7,0,0.603,0.222,33.1
3,0,0.776,0.271,53.8
14,1,0.348,0.509,46.9
0,0,0.525,0.638,49.7
10,1,0.147,0.96,57.3
6,0,0.024,0.574,14.7
16,1,0.981,0.096,73.1
19,1,0.3,0.367,49.4
23,0,0.279,0.244,36.5
17,1,0.973,0.254,72.4
21,0,0.728,0.505,46.0
21,0,0.585,0.317,30.3
11,0,0.699,0.289,39.0
8,0,0.71,0.968,55.2
4,1,0.763,0.584,80.6
9,1,0.067,0.262,41.3
3,0,0.413,0.276,39.8
4,0,0.295,0.811,43.5
9,0,0.071,0.886,24.7
10,0,0.413,0.679,25.8
20,1,0.616,0.431,61.3
23,0,0.178,0.765,40.7
9,0,0.305,0.937,35.1
7,0,0.639,0.166,35.2
1,0,0.579,0.862,54.0
22,1,0.869,0.849,87.4
7,0,0.791,0.367,46.2
15,0,0.966,0.292,45.8
21,1,0.597,0.565,64.4
4,1,0.698,0.272,74.5
2,1,0.861,0.145,75.3
11,1,0.84,0.953,87.4
12,1,0.719,0.491,74.5
12,0,0.5,0.472,32.0
9,0,0.273,0.126,16.1
3,0,0.877,0.504,58.9
8,1,0.777,0.743,79.4
21,0,0.838,0.248,44.9
23,0,0.141,0.369,30.3
22,0,0.315,0.179,35.1
1,1,0.425,0.355,61.4
18,0,0.838,0.861,57.3
0,0,0.893,0.237,55.6
6,0,0.285,0.03,18.3
16,1,0.686,0.536,71.6
2,0,0.078,0.579,29.2
19,0,0.41,0.329,25.9
19,0,0.487,0.642,34.1
20,0,0.766,0.038,41.6
2,0,0.892,0.341,57.4
2,0,0.337,0.145,27.3
16,0,0.528,0.23,34.9
6,1,0.647,0.383,58.4
13,0,0.329,0.493,23.4
16,0,0.986,0.093,45.3
17,1,0.876,0.101,65.4
12,1,0.296,0.674,56.3
19,0,0.508,0.404,27.6
19,0,0.231,0.177,18.7
20,1,0.515,0.235,59.1
17,1,0.683,0.72,68.8
3,0,0.086,0.052,18.3
0,0,0.87,0.509,57.6
17,0,0.594,0.36,36.9
0,0,0.99,0.811,67.6
12,0,0.026,0.79,18.2
19,0,0.831,0.689,51.6
19,0,0.792,0.385,45.4
22,0,0.133,0.631,33.4
9,0,0.335,0.64,29.9
10,0,0.885,0.332,49.0
8,0,0.518,0.88,44.0
8,0,0.401,0.985,37.2
