traffic_density,weather_severity,time_of_day,road_condition_index,historical_incidents,risk_score
0.755,0.997,17,0.039,4,0.9295
0.587,0.259,23,0.291,0,0.5764
0.828,0.735,20,0.052,1,0.7688
0.08,0.551,10,0.57,1,0.3177
0.477,0.313,23,0.116,2,0.5709
0.63,0.161,14,0.479,4,0.5198
0.829,0.896,2,0.72,0,0.5961
0.783,0.595,1,0.164,2,0.5911
0.277,0.825,6,0.755,2,0.4717
0.941,0.545,4,0.06,4,0.755
0.124,0.22,20,0.15,2,0.416
0.875,0.338,12,0.28,4,0.6075
0.971,0.382,7,0.796,1,0.5478
0.177,0.973,8,0.85,1,0.4423
0.722,0.006,7,0.22,4,0.5478
0.04,0.986,9,0.096,3,0.5405
0.405,0.98,1,0.848,3,0.5864
0.516,0.996,9,0.649,0,0.5824
0.581,0.477,10,0.158,3,0.5588
0.936,0.964,22,0.558,0,0.7619
0.672,0.396,10,0.872,4,0.4484
0.481,0.026,4,0.07,4,0.3494
0.81,0.224,13,0.084,4,0.5425
0.951,0.945,22,0.274,0,0.8106
0.022,0.014,2,0.652,2,0.1157
0.983,0.546,19,0.178,0,0.662
0.086,0.076,22,0.816,2,0.1046
0.814,0.286,1,0.75,1,0.4076
0.28,0.088,17,0.561,1,0.2635
0.132,0.86,0,0.116,2,0.5611
0.44,0.591,0,0.988,2,0.3743
0.644,0.902,16,0.49,3,0.7283
0.381,0.688,5,0.452,2,0.5576
0.055,0.971,12,0.996,2,0.5461
0.599,0.51,20,0.864,4,0.5409
0.902,0.639,23,0.456,0,0.609
0.383,0.576,20,0.419,2,0.5983
0.216,0.484,0,0.096,4,0.2797
0.443,0.846,23,0.927,2,0.5236
0.048,0.645,5,0.844,3,0.3042
0.82,0.801,7,0.31,2,0.7366
0.826,0.786,12,0.753,2,0.6422
0.588,0.191,1,0.763,4,0.3065
0.353,0.65,7,0.228,2,0.6435
0.8,0.2,21,0.614,4,0.5164
0.555,0.583,0,0.255,0,0.4254
0.826,0.677,12,0.79,4,0.5852
0.631,0.997,0,0.154,0,0.6044
0.784,0.031,9,0.669,2,0.3752
0.599,0.091,4,0.326,0,0.3039
0.414,0.077,22,0.036,1,0.3815
0.958,0.398,19,0.124,1,0.6636
0.541,0.822,12,0.655,4,0.6202
0.605,0.844,4,0.24,3,0.6822
0.22,0.737,9,0.631,2,0.442
0.626,0.897,2,0.415,1,0.6012
0.572,0.323,1,0.693,3,0.3551
0.185,0.088,1,0.493,4,0.2391
0.06,0.058,4,0.309,0,0.1852
0.604,0.852,3,0.146,2,0.708
0.764,0.73,1,0.341,0,0.5915
0.523,0.699,20,0.635,2,0.4097
0.227,0.34,8,0.74,1,0.3588
0.667,0.38,23,0.16,3,0.58
0.08,0.958,8,0.664,4,0.5266
0.442,0.064,8,0.179,2,0.3813
0.163,0.774,23,0.222,1,0.5994
0.184,0.31,3,0.531,4,0.4601
0.202,0.039,7,0.289,2,0.2622
0.387,0.743,17,0.662,1,0.5538
0.051,0.331,8,0.956,4,0.2624
0.398,0.722,2,0.149,0,0.5582
0.512,0.708,5,0.571,3,0.5976
0.483,0.535,22,0.923,3,0.5604
0.383,0.777,18,0.177,0,0.5307
0.839,0.581,4,0.367,3,0.6178
0.145,0.287,16,0.124,3,0.4533
0.506,0.734,18,0.642,2,0.5666
0.062,0.589,23,0.669,1,0.4137
0.071,0.013,2,0.664,0,0.0927
0.574,0.902,7,0.542,1,0.5942
0.566,0.546,8,0.746,3,0.4031
0.878,0.869,21,0.036,1,0.7899
0.558,0.883,22,0.958,4,0.674
0.96,0.445,21,0.222,0,0.66
0.049,0.508,7,0.122,0,0.3339
0.098,0.416,13,0.941,0,0.2259
0.044,0.449,22,0.83,2,0.4318
0.185,0.895,9,0.765,1,0.4707
0.541,0.788,16,0.105,1,0.6286
0.646,0.127,2,0.808,2,0.2536
0.046,0.61,2,0.609,0,0.3463
0.946,0.996,2,0.732,2,0.7214
0.842,0.596,3,0.978,2,0.4724
0.297,0.786,16,0.194,3,0.5174
0.077,0.769,13,0.504,0,0.4145
0.17,0.35,1,0.753,4,0.396
0.127,0.372,11,0.434,3,0.4185
0.123,0.724,4,0.055,0,0.4236
0.519,0.5,21,0.111,0,0.5762
0.246,0.571,1,0.602,0,0.2655
0.358,0.713,11,0.285,1,0.5198
0.99,0.778,8,0.138,0,0.7329
0.684,0.272,22,0.34,0,0.4226
0.949,0.147,8,0.201,4,0.5239
0.143,0.292,19,0.024,0,0.3355
0.382,0.508,22,0.152,2,0.5716
0.555,0.342,0,0.883,0,0.3166
0.077,0.568,23,0.012,0,0.4201
0.004,0.053,6,0.774,0,0.1095
0.67,0.51,22,0.753,1,0.5289
0.642,0.368,17,0.564,3,0.6042
0.411,0.535,9,0.208,1,0.4237
0.49,0.423,14,0.878,4,0.5323
0.415,0.284,8,0.475,4,0.3921
0.024,0.904,10,0.173,2,0.6085
0.335,0.185,23,0.429,2,0.4189
0.177,0.681,0,0.195,4,0.4248
0.098,0.925,10,0.376,3,0.5556
0.957,0.539,0,0.497,3,0.6836
0.599,0.876,4,0.36,4,0.6426
0.729,0.125,17,0.657,0,0.444
0.315,0.494,0,0.936,1,0.3562
0.393,0.457,9,0.348,1,0.5111
0.237,0.008,12,0.356,0,0.2477
0.097,0.443,7,0.738,3,0.2755
0.179,0.369,12,0.531,1,0.3597
0.798,0.67,19,0.429,1,0.719
0.678,0.938,1,0.814,2,0.6454
0.547,0.086,20,0.891,3,0.2451
0.475,0.327,11,0.591,4,0.4558
0.922,0.444,12,0.185,4,0.7204
0.073,0.455,21,0.466,0,0.4244
0.281,0.775,7,0.504,1,0.401
0.35,0.443,14,0.432,4,0.4283
0.782,0.027,6,0.262,0,0.3773
0.993,0.71,6,0.472,2,0.8177
0.241,0.885,16,0.447,3,0.6305
0.874,0.514,18,0.209,1,0.6198
0.831,0.581,2,0.903,1,0.4938
0.225,0.163,6,0.885,0,0.2022
0.399,0.221,11,0.76,1,0.316
0.41,0.235,13,0.401,3,0.4215
0.978,0.431,1,0.37,4,0.6008
0.181,0.928,6,0.716,0,0.4273
0.799,0.522,15,0.608,3,0.6221
0.334,0.192,8,0.601,1,0.3125
0.731,0.266,0,0.124,4,0.434
0.42,0.384,11,0.618,3,0.415
0.578,0.623,1,0.902,4,0.5564
0.833,0.44,21,0.086,4,0.8178
0.804,0.392,17,0.339,0,0.5915
0.866,0.565,13,0.509,1,0.6346
0.06,0.242,11,0.686,2,0.2936
0.692,0.079,17,0.09,2,0.5002
0.14,0.024,4,0.873,2,0.0681
0.416,0.251,6,0.041,3,0.4258
0.549,0.092,3,0.858,2,0.1994
0.403,0.336,12,0.028,1,0.4989
0.52,0.773,15,0.154,2,0.556
0.997,0.716,21,0.8,4,0.7636
0.135,0.611,15,0.86,4,0.4397
0.675,0.853,18,0.982,4,0.6574
0.396,0.282,3,0.116,2,0.2654
0.133,0.885,19,0.526,1,0.4492
0.159,0.399,19,0.077,1,0.4317
0.949,0.401,0,0.156,2,0.6314
0.88,0.405,12,0.174,1,0.5994
0.907,0.098,19,0.063,2,0.6335
0.992,0.975,19,0.893,1,0.7814
0.208,0.139,21,0.126,0,0.3302
0.355,0.341,8,0.629,0,0.3125
0.669,0.319,9,0.626,1,0.3918
0.484,0.075,5,0.199,4,0.5135
0.418,0.152,21,0.998,0,0.3077
0.358,0.045,6,0.347,3,0.3262
0.594,0.292,22,0.905,2,0.4207
0.576,0.867,15,0.948,3,0.6163
0.161,0.339,16,0.949,1,0.1655
0.472,0.124,23,0.753,1,0.3401
0.553,0.646,0,0.254,4,0.582
0.57,0.997,8,0.121,0,0.5504
0.21,0.232,13,0.57,0,0.3298
0.742,0.28,14,0.36,3,0.5494
0.025,0.972,3,0.831,0,0.3947
0.355,0.179,7,0.745,1,0.2219
0.78,0.511,14,0.276,4,0.7309
0.564,0.24,21,0.017,2,0.5473
0.261,0.932,3,0.237,3,0.5382
0.695,0.982,18,0.567,3,0.6841
0.567,0.815,2,0.079,2,0.59
0.796,0.315,7,0.658,1,0.4265
0.735,0.403,1,0.672,3,0.4452
0.61,0.242,21,0.169,0,0.451
0.488,0.891,7,0.596,0,0.5685
0.133,0.915,7,0.607,0,0.4213
0.261,0.419,16,0.478,4,0.5119
0.419,0.657,15,0.953,2,0.5632
0.599,0.166,15,0.108,1,0.3967
0.514,0.435,15,0.407,0,0.5231
0.288,0.631,6,0.883,0,0.3037
0.006,0.385,14,0.386,4,0.4144
0.496,0.358,16,0.425,0,0.4484
0.286,0.001,2,0.668,4,0.2829
0.735,0.804,0,0.666,2,0.5353
0.024,0.889,7,0.023,3,0.5894
0.585,0.969,6,0.456,0,0.5682
0.941,0.719,17,0.334,0,0.6905
0.174,0.549,22,0.628,2,0.3904
0.472,0.269,4,0.556,3,0.323
0.091,0.999,14,0.651,4,0.5724
0.626,0.59,6,0.654,3,0.5704
0.551,0.681,9,0.255,0,0.5586
0.407,0.682,15,0.246,2,0.5774
0.521,0.845,22,0.37,1,0.647
0.897,0.01,1,0.242,2,0.4775
0.196,0.22,17,0.683,4,0.2942
0.023,0.666,14,0.603,4,0.4819
0.862,0.895,22,0.216,0,0.7799
0.577,0.685,18,0.884,2,0.7051
0.891,0.413,19,0.461,1,0.5978
0.597,0.362,13,0.127,2,0.525
0.81,0.738,22,0.213,4,0.6998
0.43,0.741,1,0.54,2,0.5654
0.75,0.607,17,0.338,0,0.561
0.913,0.291,8,0.851,4,0.5123
0.572,0.925,0,0.495,2,0.5964
0.181,0.552,15,0.915,2,0.3909
0.269,0.79,11,0.102,0,0.5238
0.199,0.214,11,0.669,0,0.1681
0.247,0.344,18,0.886,2,0.2781
0.306,0.875,9,0.293,1,0.5064
0.555,0.05,19,0.136,4,0.4822
0.588,0.512,4,0.457,2,0.5582
0.426,0.482,2,0.961,0,0.2953
0.615,0.751,8,0.633,4,0.6456
0.082,0.282,20,0.644,0,0.3047
0.088,0.219,22,0.672,4,0.3393
0.172,0.926,14,0.04,2,0.5761
0.518,0.572,13,0.446,3,0.6167
0.214,0.105,10,0.078,3,0.3011
0.283,0.193,12,0.316,4,0.4012
0.4,0.999,6,0.822,0,0.5215
0.812,0.196,1,0.656,0,0.3916
0.014,0.61,2,0.996,0,0.2459
0.649,0.42,19,0.172,2,0.6255
0.669,0.886,7,0.397,4,0.7148
0.799,0.755,0,0.81,2,0.602
0.933,0.597,20,0.216,3,0.795
0.02,0.011,3,0.154,3,0.132
0.154,0.88,12,0.428,0,0.5561
0.886,0.445,23,0.384,0,0.6003
0.459,0.932,13,0.98,4,0.6175
0.565,0.496,8,0.456,3,0.5254
0.663,0.694,2,0.861,4,0.5312
0.679,0.069,13,0.888,3,0.3531
0.932,0.745,3,0.158,1,0.7058
0.997,0.338,16,0.715,4,0.5964
0.72,0.351,14,0.278,1,0.5807
0.287,0.119,11,0.095,2,0.3944
0.88,0.147,13,0.875,3,0.4228
0.049,0.186,18,0.292,1,0.3807
0.231,0.328,9,0.345,2,0.285
0.897,0.892,4,0.324,4,0.7261
0.256,0.368,23,0.2,1,0.4382
0.221,0.724,16,0.435,1,0.5063
0.138,0.083,16,0.428,2,0.2261
0.859,0.591,2,0.409,1,0.5641
0.5,0.482,15,0.916,2,0.382
0.675,0.978,8,0.34,3,0.7224
0.239,0.846,16,0.03,3,0.5631
0.758,0.455,19,0.178,3,0.6309
0.76,0.775,11,0.721,1,0.5866
0.313,0.193,23,0.591,1,0.282
0.411,0.562,1,0.952,0,0.4057
0.21,0.075,19,0.694,0,0.2442
0.977,0.348,15,0.194,2,0.6995
0.646,0.226,22,0.121,1,0.5192
0.935,0.719,22,0.521,2,0.7598
0.303,0.49,20,0.665,4,0.4691
0.782,0.751,22,0.166,1,0.7265
0.766,0.515,5,0.602,4,0.6081
0.692,0.086,1,0.865,1,0.2438
0.966,0.735,8,0.728,3,0.6741
0.394,0.833,4,0.664,2,0.6069
0.131,0.904,17,0.789,0,0.4543
0.672,0.572,21,0.104,3,0.6929
0.729,0.754,20,0.204,0,0.7352
0.575,0.752,17,0.038,1,0.7286
0.207,0.156,9,0.145,4,0.4125
0.504,0.164,9,0.913,4,0.2849
0.312,0.071,22,0.222,3,0.3632
0.427,0.32,9,0.662,0,0.4147
0.645,0.474,17,0.692,2,0.5065
0.745,0.998,15,0.645,2,0.7557
0.232,0.431,22,0.554,2,0.4596
0.405,0.726,5,0.486,0,0.5559
0.269,0.693,11,0.42,4,0.491
0.199,0.204,3,0.917,4,0.249
0.783,0.059,19,0.01,3,0.5414
0.909,0.546,15,0.053,0,0.8014
0.37,0.7,21,0.493,1,0.5108
0.751,0.998,21,0.331,1,0.735
0.897,0.359,21,0.408,2,0.7092
0.846,0.896,10,0.998,4,0.8227
0.183,0.382,0,0.775,4,0.3619
0.956,0.689,4,0.877,0,0.4846
0.377,0.598,16,0.369,0,0.4347
0.339,0.053,10,0.24,3,0.2922
0.062,0.078,13,0.768,0,0.2369
0.486,0.021,8,0.808,3,0.2714
0.109,0.371,9,0.55,2,0.3224
0.249,0.746,3,0.896,2,0.3876
0.317,0.173,1,0.967,4,0.1781
0.809,0.606,5,0.471,4,0.5985
0.875,0.289,2,0.223,4,0.6668
0.302,0.797,12,0.517,1,0.5101
0.859,0.798,11,0.99,3,0.5524
0.857,0.775,17,0.293,2,0.7786
0.765,0.525,5,0.618,3,0.5473
0.147,0.285,9,0.694,1,0.2444
0.69,0.809,5,0.214,1,0.6371
0.945,0.186,4,0.588,2,0.4089
0.683,0.29,14,0.315,2,0.4739
0.332,0.184,14,0.854,4,0.4338
0.501,0.674,11,0.715,1,0.5393
0.646,0.686,8,0.826,4,0.6081
0.511,0.653,12,0.2,2,0.582
0.12,0.416,15,0.035,1,0.4136
0.312,0.1,20,0.851,1,0.339
0.802,0.911,1,0.387,0,0.6615
0.861,0.508,16,0.18,1,0.6597
0.137,0.407,8,0.092,4,0.4607
0.952,0.589,22,0.517,0,0.5945
0.329,0.193,18,0.15,1,0.3822
0.662,0.133,5,0.567,0,0.2694
0.752,0.406,3,0.727,1,0.3022
0.812,0.227,14,0.535,3,0.4367
0.946,0.244,17,0.904,4,0.5323
0.313,0.893,11,0.156,4,0.7249
0.859,0.531,11,0.494,0,0.5825
0.132,0.483,19,0.163,3,0.4969
0.705,0.689,16,0.876,0,0.589
0.742,0.952,6,0.932,0,0.6838
0.678,0.112,19,0.4,2,0.489
0.252,0.834,4,0.306,0,0.451
0.873,0.584,11,0.279,1,0.6378
0.169,0.146,16,0.86,2,0.2999
0.054,0.297,1,0.682,2,0.2472
0.717,0.482,3,0.881,0,0.3765
0.475,0.691,1,0.118,2,0.5763
0.849,0.243,13,0.476,4,0.6204
0.383,0.535,13,0.676,2,0.4959
0.168,0.685,12,0.897,2,0.4322
0.836,0.449,16,0.382,1,0.536
0.549,0.863,16,0.313,4,0.6671
0.189,0.869,21,0.913,2,0.5072
0.72,0.471,17,0.048,1,0.708
0.511,0.973,2,0.48,4,0.6895
0.604,0.076,20,0.459,2,0.4131
0.461,0.003,15,0.146,0,0.2979
0.829,0.381,18,0.395,2,0.627
0.83,0.601,5,0.723,4,0.6607
0.709,0.629,22,0.367,2,0.6429
0.105,0.476,5,0.31,4,0.392
0.839,0.125,17,0.782,0,0.3733
0.671,0.17,8,0.989,2,0.2811
0.697,0.852,17,0.779,4,0.6111
0.363,0.868,5,0.846,1,0.5152
0.879,0.674,8,0.94,2,0.5164
0.725,0.664,17,0.802,0,0.5962
0.113,0.598,15,0.98,1,0.2153
0.408,0.203,23,0.747,2,0.4007
0.886,0.428,22,0.662,4,0.6171
0.047,0.696,12,0.693,3,0.4303
0.961,0.537,10,0.9,1,0.5402
0.679,0.019,7,0.683,4,0.3442
0.631,0.954,23,0.761,1,0.6186
0.271,0.845,16,0.216,2,0.5991
0.249,0.261,8,0.913,0,0.2886
0.942,0.616,5,0.447,0,0.6387
0.298,0.923,0,0.161,1,0.4996
0.776,0.096,0,0.8,3,0.3408
0.393,0.503,12,0.356,2,0.4603
0.139,0.456,6,0.184,4,0.4556
0.011,0.41,9,0.256,2,0.2589
0.544,0.836,17,0.035,3,0.7832
0.976,0.381,5,0.091,4,0.8019
0.369,0.064,12,0.593,3,0.3121
0.357,0.066,4,0.866,2,0.1955
0.344,0.043,20,0.449,2,0.3771
0.521,0.409,14,0.626,1,0.3803
0.441,0.718,11,0.81,3,0.5794
0.88,0.204,21,0.357,0,0.4727
0.506,0.646,10,0.654,3,0.6664
0.508,0.687,7,0.35,3,0.4844
0.138,0.255,4,0.643,4,0.2465
0.983,0.601,7,0.218,4,0.752
0.25,0.685,4,0.978,1,0.3907
0.073,0.467,9,0.076,0,0.3367
0.663,0.337,14,0.505,2,0.5526
0.595,0.619,5,0.286,0,0.47
0.415,0.978,23,0.601,0,0.5676
0.422,0.427,17,0.428,0,0.3669
0.785,0.392,22,0.307,1,0.5989
0.196,0.464,2,0.25,1,0.355
0.82,0.076,8,0.182,0,0.3681
0.649,0.553,9,0.783,2,0.5068
0.419,0.329,6,0.222,2,0.3644
0.458,0.121,18,0.774,2,0.3429
0.257,0.466,23,0.485,1,0.4797
0.752,0.003,1,0.072,4,0.3961
0.513,0.402,7,0.165,2,0.4689
0.321,0.106,6,0.893,4,0.3311
0.596,0.024,4,0.603,0,0.2402
0.996,0.824,3,0.184,2,0.7352
0.435,0.916,10,0.704,0,0.6542
0.921,0.208,9,0.823,0,0.4649
0.345,0.539,0,0.331,3,0.4329
0.055,0.278,3,0.557,0,0.2242
0.204,0.494,21,0.293,0,0.3076
0.419,0.437,5,0.08,1,0.4234
0.22,0.269,17,0.4,0,0.3055
0.0,0.7,12,0.751,2,0.3467
0.915,0.126,12,0.459,1,0.431
0.844,0.053,0,0.405,3,0.4495
0.742,0.768,3,0.366,3,0.6434
0.168,0.666,3,0.459,0,0.3698
0.12,0.499,17,0.318,4,0.4446
0.068,0.468,23,0.612,3,0.3734
0.724,0.497,17,0.064,3,0.6942
0.929,0.437,17,0.807,3,0.6243
0.431,0.393,14,0.173,2,0.527
0.119,0.5,17,0.633,4,0.4164
0.512,0.529,14,0.45,0,0.4794
0.349,0.692,16,0.773,0,0.431
0.375,0.711,4,0.826,1,0.4659
0.621,0.378,10,0.204,2,0.4803
0.719,0.414,15,0.677,4,0.5567
0.111,0.374,19,0.19,1,0.38
0.036,0.537,1,0.124,4,0.3624
0.994,0.453,16,0.93,3,0.5807
0.233,0.89,0,0.164,4,0.5724
0.054,0.696,17,0.228,1,0.5142
0.19,0.899,16,0.13,2,0.6215
0.039,0.709,17,0.47,2,0.4866
0.392,0.971,18,0.92,3,0.5277
0.802,0.636,4,0.264,0,0.5447
0.341,0.964,12,0.542,1,0.6395
0.444,0.158,23,0.411,0,0.33
0.676,0.052,22,0.336,3,0.4796
0.509,0.579,5,0.572,4,0.49
0.861,0.983,12,0.559,4,0.8383
0.866,0.418,17,0.359,3,0.616
0.01,0.212,3,0.851,2,0.1458
0.778,0.522,8,0.053,1,0.5712
0.461,0.649,22,0.085,3,0.633
0.989,0.315,2,0.991,3,0.5192
0.483,0.715,21,0.748,1,0.5373
0.987,0.975,23,0.804,2,0.7498
0.755,0.897,23,0.603,2,0.7728
0.249,0.292,7,0.42,1,0.2755
0.538,0.327,12,0.629,0,0.3935
0.992,0.372,23,0.093,4,0.7225
0.858,0.395,21,0.758,1,0.5936
0.097,0.1,10,0.541,2,0.2876
0.706,0.762,9,0.957,0,0.526
0.346,0.365,10,0.637,3,0.2452
0.007,0.88,2,0.152,3,0.4914
0.403,0.927,13,0.478,3,0.6133
0.235,0.024,13,0.058,4,0.3486
0.819,0.989,18,0.745,2,0.7869
0.337,0.71,3,0.502,0,0.4098
0.828,0.52,0,0.37,2,0.5591
0.001,0.39,1,0.969,4,0.2412
0.308,0.519,5,0.941,4,0.4076
0.241,0.325,12,0.953,1,0.2802
0.234,0.623,13,0.221,2,0.4568
0.068,0.093,0,0.729,3,0.2057
0.187,0.621,7,0.945,1,0.3412
0.556,0.275,17,0.571,2,0.3453
0.291,0.018,13,0.214,1,0.2327
0.417,0.553,1,0.818,1,0.3634
0.377,0.578,23,0.88,0,0.4483
0.876,0.427,11,0.703,1,0.5628
0.905,0.072,23,0.294,4,0.6633
0.493,0.893,0,0.191,3,0.6371
0.33,0.611,20,0.624,0,0.4554
0.107,0.116,14,0.483,1,0.1672
0.953,0.511,10,0.669,0,0.5661
0.06,0.497,17,0.112,3,0.4739
0.298,0.06,16,0.136,3,0.4112
0.298,0.607,2,0.363,0,0.4496
0.32,0.808,14,0.259,2,0.6027
0.164,0.749,12,0.619,3,0.4965
0.783,0.203,2,0.368,4,0.4991
0.122,0.862,12,0.684,4,0.51
0.635,0.343,8,0.769,1,0.4159
0.124,0.947,9,0.187,2,0.5444
0.071,0.072,0,0.92,2,0.0365
0.909,0.486,1,0.787,1,0.4599
0.19,0.597,13,0.627,3,0.4448
0.821,0.248,4,0.909,0,0.3879
0.545,0.771,21,0.266,2,0.7194
0.078,0.627,9,0.422,2,0.5208
0.955,0.018,18,0.086,3,0.5845
0.247,0.608,7,0.456,0,0.3478
0.86,0.491,12,0.506,4,0.6098
0.169,0.196,8,0.616,2,0.3105
0.854,0.996,17,0.064,3,0.9233
0.013,0.897,3,0.032,2,0.5317
0.512,0.293,7,0.42,4,0.3988
0.769,0.541,4,0.189,1,0.615
0.935,0.317,5,0.759,3,0.5068
0.909,0.775,19,0.669,0,0.6859
0.82,0.93,4,0.326,1,0.8134
0.888,0.359,0,0.046,0,0.5194
0.199,0.806,18,0.182,4,0.53
0.284,0.498,3,0.692,0,0.3584
0.289,0.397,0,0.99,2,0.2104
0.377,0.938,18,0.326,4,0.6163
0.393,0.51,3,0.802,1,0.3964
0.545,0.467,13,0.867,2,0.4445
0.16,0.672,13,0.048,2,0.4878
0.691,0.261,8,0.916,4,0.4424
0.168,0.325,18,0.466,0,0.3704
0.31,0.932,10,0.964,0,0.5476
0.503,0.679,15,0.539,1,0.573
0.796,0.827,18,0.235,4,0.753
0.739,0.271,3,0.975,1,0.2748
0.646,0.544,8,0.243,3,0.6302
0.156,0.971,16,0.882,4,0.5215
0.547,0.319,14,0.173,3,0.4674
0.087,0.16,7,0.675,1,0.196
0.377,0.511,12,0.411,3,0.4737
0.414,0.388,0,0.972,3,0.3214
0.04,0.16,1,0.185,2,0.2253
0.274,0.889,9,0.409,2,0.6292
0.956,0.991,20,0.64,1,0.8369
0.954,0.569,12,0.978,1,0.5201
0.352,0.775,10,0.304,0,0.5189
0.043,0.859,13,0.397,3,0.5379
0.179,0.701,15,0.462,0,0.405
0.392,0.044,5,0.253,0,0.3215
0.948,0.158,1,0.817,4,0.3894
0.141,0.071,4,0.092,0,0.2556
0.764,0.01,18,0.705,0,0.3946
0.109,0.306,6,0.534,3,0.3182
0.981,0.392,16,0.242,0,0.6969
0.382,0.241,4,0.493,3,0.2846
0.775,0.065,11,0.83,3,0.3716
0.343,0.53,18,0.445,0,0.3649
0.628,0.273,17,0.122,3,0.563
0.192,0.796,11,0.041,1,0.5295
0.146,0.008,2,0.778,1,0.2294
0.938,0.843,3,0.33,3,0.7997
0.918,0.955,14,0.931,1,0.7296
0.887,0.716,14,0.617,4,0.7734
0.625,0.734,10,0.436,2,0.5763
0.808,0.934,1,0.564,1,0.6829
0.069,0.209,17,0.457,0,0.1443
0.335,0.995,2,0.906,1,0.4531
0.314,0.773,17,0.458,4,0.6354
0.636,0.727,13,0.104,4,0.7955
0.356,0.361,5,0.597,4,0.4904
0.149,0.546,1,0.623,1,0.3032
0.596,0.654,0,0.765,2,0.5162
0.814,0.62,7,0.933,0,0.4903
0.382,0.705,9,0.443,2,0.4917
0.132,0.082,19,0.352,1,0.383
0.197,0.356,17,0.491,2,0.3267
0.237,0.434,19,0.9,3,0.362
0.3,0.261,10,0.98,0,0.2842
0.643,0.173,17,0.971,3,0.2912
0.601,0.139,15,0.23,3,0.4175
0.696,0.366,4,0.497,2,0.4392
0.363,0.493,6,0.259,3,0.4605
0.824,0.063,21,0.368,0,0.4866
0.204,0.946,1,0.032,3,0.6033
0.469,0.765,10,0.161,1,0.5793
0.801,0.731,12,0.397,0,0.5996
0.18,0.173,19,0.365,1,0.2919
0.11,0.604,23,0.279,1,0.4372
0.884,0.53,15,0.23,4,0.7643
0.343,0.982,13,0.749,4,0.6378
0.684,0.748,6,0.295,1,0.6714
0.025,0.576,6,0.707,3,0.2402
0.69,0.851,11,0.369,1,0.7493
0.316,0.155,11,0.802,1,0.2547
0.056,0.015,19,0.167,4,0.2885
0.61,0.69,0,0.158,2,0.5366
0.241,0.098,22,0.68,2,0.2577
0.387,0.115,5,0.915,2,0.2925
0.081,0.745,7,0.143,1,0.458
0.147,0.271,12,0.074,1,0.3499
0.298,0.629,4,0.935,3,0.3414
0.09,0.917,23,0.117,4,0.6929
0.911,0.316,9,0.25,1,0.4429
0.006,0.217,13,0.929,0,0.1453
0.484,0.107,23,0.803,0,0.2733
0.123,0.13,8,0.343,4,0.3481
0.308,0.062,16,0.955,0,0.1948
0.926,0.088,2,0.568,0,0.4086
0.162,0.432,11,0.072,4,0.439
0.966,0.321,11,0.703,1,0.5275
0.206,0.707,10,0.537,1,0.4492
0.742,0.87,21,0.573,3,0.7459
0.547,0.785,3,0.994,1,0.4832
0.884,0.531,7,0.153,0,0.5999
0.554,0.102,9,0.657,0,0.3041
0.535,0.71,13,0.459,3,0.58
0.195,0.363,0,0.272,4,0.3369
0.166,0.086,11,0.694,0,0.1474
0.916,0.842,4,0.668,1,0.7005
0.328,0.338,13,0.856,1,0.2896
0.372,0.218,3,0.879,1,0.2956
0.76,0.871,16,0.562,0,0.6876
0.339,0.902,21,0.326,2,0.6653
0.952,0.339,12,0.53,0,0.4794
0.738,0.355,2,0.359,0,0.4911
0.597,0.58,10,0.277,2,0.5543
0.881,0.733,10,0.552,2,0.5281
0.05,0.063,4,0.658,1,0.1632
0.257,0.593,5,0.591,1,0.4273
0.465,0.953,3,0.954,1,0.4886
0.227,0.262,9,0.299,0,0.3338
0.744,0.909,9,0.372,4,0.6791
0.919,0.95,11,0.668,3,0.759
0.424,0.269,21,0.6,4,0.5456
0.342,0.754,22,0.002,2,0.6056
0.962,0.239,17,0.312,0,0.4632
0.445,0.738,14,0.254,0,0.5592
0.489,0.797,22,0.84,3,0.6724
0.352,0.247,22,0.866,4,0.2989
0.91,0.716,17,0.284,2,0.733
0.569,0.812,2,0.102,3,0.703
0.762,0.359,2,0.205,0,0.5235
0.812,0.168,0,0.177,3,0.4934
0.342,0.092,16,0.237,1,0.3173
0.434,0.575,9,0.235,4,0.5839
0.848,0.978,5,0.48,2,0.796
0.363,0.823,10,0.32,1,0.5319
0.794,0.436,13,0.56,4,0.6355
0.941,0.537,16,0.344,1,0.6937
0.623,0.28,6,0.815,3,0.3904
0.742,0.163,21,0.951,2,0.3534
0.805,0.482,3,0.404,3,0.5325
0.845,0.464,10,0.049,3,0.7423
0.395,0.522,18,0.24,4,0.647
0.051,0.953,8,0.102,2,0.576
0.402,0.604,20,0.345,2,0.6764
0.674,0.606,7,0.645,3,0.5606
0.45,0.128,19,0.519,2,0.31
0.749,0.996,3,0.243,0,0.6283
0.357,0.773,15,0.767,2,0.4528
0.635,0.877,5,0.131,3,0.7303
0.186,0.414,5,0.228,0,0.3134
0.749,0.502,18,0.676,0,0.4943
0.546,0.522,1,0.197,4,0.5505
0.204,0.194,10,0.679,3,0.3702
0.292,0.689,17,0.977,2,0.5376
0.749,0.903,8,0.831,0,0.6164
0.483,0.164,15,0.16,3,0.4967
0.216,0.086,10,0.52,4,0.3314
0.967,0.738,13,0.422,1,0.732
0.715,0.273,7,0.992,1,0.3059
0.957,0.624,12,0.964,2,0.6314
0.427,0.696,9,0.127,1,0.5344
